jobTitle,companyName,location,datePosted,appStatus,description,seniorityLevel,employmentType,jobFunction,industries,dependenceRatio,independenceRatio
Investment Partner,Silicon Valley Investclub,Russia,2021-10-08,< 25 applicants,partnership silicon valley investclub designed investors family offices individuals looking launch corporate venture fund fund managers investment bankers responsibilities monetize current relationships outreach development new relationships asset managers wealth management platforms angel investors clients leverage relationships expand access right networks investment communities hnw individuals angel groups family offices get creative clever whether getting front right people tailoring opportunities clients brainstorming path forward potential deal regularly engage meet client base demonstrate expertise add value provide insight market deal flow information structural elements market interpersonal skills excellent communication written verbal organization skills independent thinker motivation learn excel growing industry must comfortable working independently team environment ability adaptable changing dynamic situations understanding institutional equity research sales requirements relentless commitment client service else thorough high attention detail motivation drive build relationships organized systematic communication meticulous attention client engagement deal process silicon valley investclub discriminate employment based color race religion gender identity national origin political affiliation sexual orientation marital status disability genetic information age membership employee organization parental status military service factors,Entry level,Full-time,,,0.2,0.08
Field Sales Representative,Bruker Ltd.,Russia,2021-09-11,< 25 applicants,overview bruker corporation one world leading manufacturer analytical measurement systems life sciences 60 years bruker pursued single idea always provide best technological solution analytical task today worldwide employees working permanent challenge 70 locations continents aim job develop company business enforce bruker daltonics bdal major supplier life science mass spectrometry lsms solutions russian federation cis countries primary objectives job promote drive control sales activities competitive way accordance company strategy raise profile company mass spectrometry community ensure customer satisfaction bruker daltonics searching field sales representative support lsms sales life science applied markets russian federation cis countries responsibilities meets exceeds assigned territory sales target maintaining growing sales current accounts identifying closing business new accounts accurately forecasts prospects sales cycle maintains balance list prospects reflects sales targets interprets customer needs identify bdal solutions builds articulates bdal value proposition understands customer decision making process key decision makers influencers cultivates key accounts provides technical sales support distributors provides sales territory information forecasts reports business data bdal management structure complete business plan assigned territory detailing specific strategies activities required achieve goals identifies works internal resource enhance customer interaction sales process conducts marketing exercises direct marketing conference participation exhibitions commercial seminars composing advertisements qualifications bachelor master degree equivalent scientific degree minimum three years sales experience related industry experience chromatography required excellent communications skills needed work wide variety knowledge levels customers differing backgrounds withing bdal excellent presentation interpersonal organization skills ability work team environment flexible working conditions required languages russian native english advanced language skills willing travel within russia cis republics driving license able use microsoft windows ms office program,Entry level,Full-time,Sales and Business Development,"Electrical/Electronic Manufacturing, Information Technology and Services, and Computer Software",0.12,0.2
Territory sales manager,BIC,Russia,2021-09-09,< 25 applicants,описание компании bring simplicity joy everyday life human expression blade excellence flame life products create sense ease delight millions moments make human experience reimagine everyday essentials present 4 million retail outlets 160 countries around world founder marcel bich understood succeed needed team members dreamt big created clever simple yet bold solutions today provide team members 61 countries opportunity build products safe affordable essential everyone everywhere committed team members development empower wish discover different areas business acquire international experiences описание вакансии territory sales manager responsible bic sales development local retailers distributors across assigned region negotiations local key tracking execution agreements regular promo assortment customers customers commercial indicators analysis business initiatives development implementation new skus listing business development initiatives implementation clients promo activities development implementation close collaboration customers field staff training bic assortment sales skills ensuring merchandising customers требования к квалификации university degree years experience fmcg sales less 2 years experience local key accounts retailers distributors deep knowledge local retail chains traditional trade specifics strong knowledge marketing tools excellent knowledge ms excel ms power point developed skills sales execution field staff training strong communication skills drive result дополнительная информация bic equal opportunity employer strongly commit hiring people different backgrounds experiences help us build better products make better decisions better serve customers discriminate based upon race religion color national origin gender sexual orientation veteran status disability status similar characteristics employment decided based qualifications merit business need bic seeking assistance accepting unsolicited resumes search firms employment opportunity regardless past practice resumes submitted search firms team member bic via email directly bic team member form without valid written search agreement place position deemed sole property bic fee paid event candidate hired bic result referral means,Entry level,Full-time,Sales,Consumer Goods,0.24,0.1
Sales Manager,OSMETALL Steel Solutions GmbH,Russia,2021-09-11,< 25 applicants,osmetall group international steel distribution company headquarter situated ratingen near düsseldorf also holding branch offices istanbul barcelona moscow back office samara two main pillars company concentrate divisions steel pipes pipe fittings flanges summarily piping solutions forgings summarily forging solutions order completely serve cover needs customers osmetall extended service portfolio plates round bars fasteners addition unique strengths order provide support service solution standards iso asme astm api gost bs materials nickelalloys carbon steel sa335 12 p235gh 16mo3 13crmo45 stainless steel 304 304h 321 321h 316ti 316h 347h 904l duplex super duplex steel uns s31803 uns s32750 nickel alloy alloy 200 alloy 400 alloy alloy 825 alloy 276 alloy c22 alloy 59 fittings ½ 24 seamless welded flanges ½ 60 mainly forged execution forgings hot rolled seamless rings acc drawings pipes ½ 24 seamless welded renowned osmetall stands particular always delivering perfect solution matter challenging complicated task may osmetall difficult usually quite easy strengths lies professional handling solutions kind restrictions restriction origin western europe g7 countries like usa canada japan worldwide approved manufacturer limitation saudi others approval requirements iso 9001 ped asme api monogram marine like strengten branch russia looking sales manager working experience steel sector steel trading company responsibilities follows personal responsibility soliciting orders pipes fittings made steel stainless steel maintaining expanding russian russian speaking client base personal contact tender preparation tracking contract purchasing negotiations contract auditing verification delivery offer international working environment interesting development opportunities exciting projects attractive salary package line knowledge experience interested position please send complete application stating earliest date could start desired salary andrei ott head sales russia mail come grow us part strong team,Entry level,Full-time,,,0.24,0.08
Sales Manager,Leonardo,Russia,2021-10-03,< 25 applicants,ref 002530 closing date opportunity prestigious defence electronics company specialising customer support service solutions cs3 military platforms seeks experienced sales manager successful candidate work part wider sales team leading campaign activity specified opportunities aim winning new business successful candidate must able seek develop close order intake opportunities new business uk international markets proven track record sales business development defence sector demonstrable experience military operations also preferable essential responsibilities include limited secure order intake meet forecast targets current future years managing portfolio key campaigns opportunities identify create opportunities future sales growth work closely bid management lead coordinate bid activity develop maintain relationships customers end users well industrial partners develop maintain relationships key internal stakeholders including regional divisional marketing capability function business areas utilise internal company procedures ensure opportunities identified tracked accurately reported senior management effective management utilisation business winning budget bidding managing spending funds required prosecute campaigns provide input general support communications events exhibitions demonstrations conferences etc required looking depth understanding support ideally operational experience end previous experience support solutions military equipment platforms demonstrable experience within government public sector procurement tendering processes significant experience developing managing leading key sales strategic campaigns within defence comparable sectors ideally worked global matrix organisation complex reporting structures integrated project team ipt integrated campaign team ict environment demonstrable experience contributing broader business agenda regard commercial decisions operations customer delivery within sales context strong leadership motivational skills able develop strong trusting relationships levels within business externally able influence effectively senior level demonstrate good level emotional intelligence aware impact others working together high pressure bid activity capacity overcome barriers enact change excellent communication skills verbal written highly motivated able set short planning goals line campaign business needs style focus achieving clear ambitious go,Entry level,Full-time,Sales and Business Development,"Defense & Space, Aviation & Aerospace, and Computer & Network Security",0.2,0.07
Service Account Leader,GE Healthcare,Russia,2021-10-02,< 25 applicants,job description summary service account leader delivers financials assigned account develop manage customer relationships manage develop business accounts job description service account leader charged following employment duties deliver assigned account service sales op revenue sm deliver assigned account service sales op managing key process actions make order executable convert sale ensure minimal commercial leakage account controlling sm identify develop relationships key strategic customers accounts develop relationships assigned key accounts generate business opportunities lead large strategic public private customer relationship management activities throughout sales lifecycle assigned accounts ensure customer satisfaction retention build relationships cxo level executives define implement gtm strategic plan identify capitalize opportunities immediately satisfy customer needs develop maintain high level product knowledge ge competitive products develop execute structured strategic account plan establish process engage customers customer follow procedures drive growth manage sales cycle key account relationship management activities connected service sales cycle cash contract completion etc integrate coordinate gehc field teams drive business offerings negotiate close deals negotiating closing deals ensuring order fulfillment follow supporting operations teams address customer concerns complaints coordinating resolution project execution confident usage utilization reflecting activity crm tools minimum requirements higher education field advantage minimum 3 years experience medical healthcare technical field strong communication organizational skills strong negotiation closing skills strong presentation skills front customers business results oriented strong project management skills ability energize develop build rapport within organization ability work english upper intermediate confident use ms office additional information relocation assistance provided,Entry level,Full-time,Sales,"Hospital & Health Care, Medical Devices, and Pharmaceuticals",0.16,0.24
"Business Development Representative, Russia",Blue Prism,Russia,2021-09-09,< 25 applicants,description russia based bdr responsible qualifying new opportunities sales channel sales teams bdrs telequalify leads inbound demonstrated engagement marketing campaigns specific actions meeting scoring threshold set marketing automation platform map bdrs primarily handle inbound responses assigned accounts buying group members bdrs also responsible reaching members buying group individuals yet scored fully enquiries effort qualify potential opportunity associated group addition calls bdrs use range tactics including email voicemail direct mail social media chat connect prospects foster meaningful interaction organizations limited scale bdrs may also responsible identifying developing additional demand via outbound teleprospecting cold calling provide brief overview position explaining purpose job strategic focus intended achieve mention role responsibilities direct reports size team applicable duties responsibilities process inbound demand responses inbound calls chats form fills buying groups generated activated nurtured marketing qualify potential opportunities sales organization pursue use established criteria qualify demand buying groups potential opportunities passing inside reps field reps channel partners discover validate reach additional personas typically involved buying decision identify possible buying groups field sales nurture predetermined groups prospects field channel sales using multiple touch tactics telephone email social foster meaningful interactions determine level interest potential opportunities secondary responsibility specified organization prospect demand using outbound cold calling plus range tactics calls voicemail email social comply related agreements provide weekly forecasts marketing sales volume demand expected reach qualified demand stage track manage qualification nurture activities company sales force automation sfa system pursue meaningful productive conversations individuals representing buyer personas targeted organization dimensions role organisational interlocks field sales channel sales field marketing marketing operations sales operations product marketing product marketing technologies supporting role salesforce salesloft leadiq lusha linkedin sales navigator full microsoft office suite success metrics respond mqls within slas ensure every qualified lead gets touches qualify leads high standard set meetings sales generate new pipeline blue prism requirements competencies bachelor degree desired one five years prospecting experience depending complexity solution sold well level prospect called buyer cxo b2b experience additional skills experience languages naturally confident personality unafraid calling people may expecting call thick skin ability handle rejections take personally natural tenacity desire win able hit daily weekly monthly kpis desire career tech sales ambition progress speaking another language english would brilliant essential familiarity maps crm systems experience industry significant volume interaction benefits one candidate 100 perfect match description thrive environment similar experience looking encourage apply blue prism software equal opportunity employer discriminate basis actual perceived race creed color religion alienage national origin ancestry citizenship status age disability handicap sex marital status veteran status sexual orientation gender identity expression genetics arrest record characteristic protected applicable federal state local laws blue prism accepting unsolicited assistance search firms employment opportunity please phone calls emails resumes submitted search firms employee blue prism internet form method without valid written search agreement place position deemed sole property blue prism fee paid event candidate hired blue prism result referral means,Entry level,Full-time,Sales and Business Development,"Information Technology and Services, Computer Software, and Financial Services",0.16,0.19
Account Manager - Homebased UK,Solo Search,Russia,2021-09-09,< 25 applicants,suitable account executive account director experience providing software services nhs location homebased salary car allowance please note unfortunately client unable offer sponsorship client successful software provider nearly 25 years experience dedicated supporting health social care uk immediate requirement account executive join acute unit sales team responsible managing new business creation account managing number territory based customer accounts agreed annual business targets revenue profit associated objectives defined achieved successful candidate direct impact orders revenue profitability company post holder also responsible generating high value pipeline future min 5 years experience account executive account manager account director similar min 5 years experience within market sector nhs current market client base including overview understanding current market structure national department health policy drivers current issues national targets set health minister business issues facing health organisations understanding relevant local strategic initiatives future operational plans organisations within healthcare market demonstrable success winning business consistently within pressurised healthcare environment clinical training distinct advantage skills required account manager following skills essential advanced selling skills advanced qualification skills creative writing skills high degree drive consistent use crm technology full uk driving licence required desirable consultative style selling able identify values solutions client problems ability research provide market intelligence information setting many different channels order assist marketing sales strategy tactics strategic thinker clinical background role role account manager plan carry direct sales activities maintain develop clients range software tools uk healthcare prospects existing customers accordance agreed business plans responsible sale solutions nhs private healthcare wider opportunities determined duties involve identifying closing new existing account opportunities role include limited following lead whole sales lifecycle process including initial prospect engagement negotiation protect increase existing customer account revenues local marketing activities agreed budgets timescales integrate personal sales efforts organised marketing activities product launches promotions advertising exhibitions telemarketing attend present external customer meetings internal meetings company functions necessary perform duties aid business development full job description available request apply please follow online application process upload cv word format please note must eligible work uk application considered sorry client unable offer sponsorship due large numbers applications unfortunately provide detailed feedback everyone however wish find application progressing please call office someone help get back solo search take data privacy seriously applying vacancy data processed likely stored secure internal systems lawful basis solo search use process data regard application legitimate interest without consent details stored maximum period 12 months ever use data assist job search data shared third party including client without explicit consent full data privacy policy viewed website,Entry level,Full-time,Sales and Business Development,"Information Technology and Services, Computer Software, and Staffing and Recruiting",0.28,0.22
Sales Development Specialist,Promega Corporation,Russia,2021-09-09,< 25 applicants,job objective sales development specialist implement training assist evaluations sales process sales tools customer interactions individual work manager sales development evolving strategies improving systems result enhanced customer support strong relationships throughout global organization train customer facing staff via person remote asynchronous methods essential duties develop present sales trainings variety audiences programs new sales staff trainings product trainings sales process trainings lead regional sales trainings may require certification specific techniques spin work closely sales teams manager sales development provide feedback ensure sales training needs met proactively identify areas managers could utilize coaching tools understand use provide training current sales tools crm power bi sales miller heiman spin selling translate training concepts practical actionable sales activities collaborate scientific training sbu manager sales development enable sales staff sales content sales skills positioning new products demonstrate team skills working cooperatively collaboratively others flexible handling change able respectfully navigate diverse set business cultural needs keep pace sales training trends best practices bring new ideas sales development team consideration understand comply ethical legal regulatory requirements applicable business incorporate emotional social intelligence principles promega sales processes occasional duties sales field representatives coaching training concepts sales activities work manager sales development respond appropriately requests branch sales managers create review maintain training solutions promega learning management system duties assigned mandatory qualifications bs ba ms preferred degree life sciences related discipline 3 years sales sales training experience proven ability develop grow maintain strong relationships knowledge microsoft office word excel powerpoint outlook use internet clear effective written verbal presentation skills approachable manner encourages interaction others proven experience working cooperatively team environment ability work independently preferred qualifications perform duties required previous experience giving oral presentations teaching training others minimum 2 years previous experience promega field sales organization physical requirements ability use computers tablets mobile devices extended periods time ability travel 30 time including internationally diversity important promega proud equal opportunity employer make employment decisions without regard race color religion sex sexual orientation gender identity national origin veteran status disability protected class,Entry level,Full-time,Sales and Business Development,"Medical Devices, Biotechnology, and Pharmaceuticals",0.24,0.19
Sales Coordinator,Johnson Controls,Russia,2021-09-25,< 25 applicants,sensormatic solutions johnson controls empowers retailers enabling smart connected shopper engagement innovative loss prevention liability solutions designed help protect retailers merchandise reduce shrink fight organized retail crime still delivering frictionless shopping experience sales coordinator support sales team attaining sales targets maintains organized sales records provides regular sales financial reports support sales team throughout sales process help expedite orders contract booking process monitor organize inventory lead times organize effective business support service center requirements fluent english responsible aptitude team player high level dedication excellent verbal written communication skills bachelor degree preferable economics business administration 2 years experience sales strong user ms office word excel powerpoint experience salesforce advantage conditions full working day office located close underground station park pobedy kutuzovskaya station moscow central circle compensation package discussed successful candidate job sales marketing primary location organization bldg technologies solut,Entry level,Full-time,Sales and Business Development,"Information Technology and Services, Machinery, and Staffing and Recruiting",0.16,0.08
Sales Manager - Russia,Insider.,Russia,2021-09-09,< 25 applicants,insider b2b saas company unique approach multichannel experience orchestration recently insider announced 32 million series c funding round sequoia insider named 1 leader g2 mobile marketing software personalization grids rating based 100 user reviews 19 quarters row insider also named 1 leader forrester wave campaign management cccm highest overall score among vendors rating numerous criteria crunchbase recently ranked insider ceo hande cilingir one top women ceos outside us many prestigious fortune 500 companies top brands retail automotive travel use insider deliver personalized experiences exceed customer expectations insider trusted 800 global businesses including uniqlo singapore airlines virgin toyota new balance ikea samsung newsweek mediamarkt nissan avis marks spencer allianz bbva dominos avon cnn good salespeople need two things innovative products convenient commercials cater prospects well offer products flexible commercial give us starting point us enough like betting score highest possible game climb highest mountain best disrupting tech ecosystem democratizing market also disrupting entire saas sales community well different style sales able expand rapidly never stop want know disrupt product development also disrupt b2b saas sales join us want join us taking step future university degree business marketing related fields previous experience retail travel industries big plus minimum 2 years sales management experience knowledge digital marketing plus show us got takes collaborate build strong relationships partners especially executive level remember make sale make partner extensive portfolio digital seo sem agencies proven oral written communication abilities positive energetic phone skills exquisite listening skills savvy tech bug always search savvy solutions ideas improve relationship partners alas got partners world cherish one core ethos care need care partners make sure feel home products around clock support superior project time management skills keen eye detail passion testing measuring improving outreach follow effectiveness ability flexibility work startup environment well high emotional intelligence conquering world offering chance work international diverse inclusive environment part industry shaping future customer experiences believe us ask google access opportunity gain limitless network globe access many hard soft skills pieces training help improve challenge access one kind training sessions sales sales university access udemy business plan choose courses satisfy hunger knowledge space share skills even deliver pieces training workshops wish sharing caring infamous team activities bursting fun dress code provide equal opportunity workplace welcome also embrace everyone without regard sex race color nationality religion gender identity sexual orientation disability status citizenship marital status please follow insider linkedin instagram youtube stack overflow medium,Entry level,Full-time,Sales and Business Development,"Computer Software, Internet, and Retail",0.44,0.12
Sales Manager,LeasePlan,Russia,2021-09-09,< 25 applicants,leaseplan always asking next mobility join team part dynamic exciting engaging business discover next together position objective main objective new business sales specialist source quality prospective customers leaseplan russia lpru convince benefits operational leasing fleet management services lpru offer negotiate prospects convert lpru customer ensuring customers best interests served whilst maintaining acceptable level profit lpru primary responsibilities identify qualified prospects appoint visits visit prospects present lpru offer advantages fill visit reports internal system identify clients needs fulfilled lpru explain order obtain client acceptance prepare actively timely accurate quotations additional documentation required taking account pricing profitability criteria process relevant documentation negotiate master agreement provisions regularly monitor update shared database clients potential clients communicate company departments order satisfy needs requirements potential existing clients represent lpru values interests front prospects clients qualitatively pass signed client account manager meeting appointment presenting account manager participate company projects assigned direct superior prepare appropriate reporting careers leaseplan leaseplan operates across 30 countries 55 years experience leaseplan mission provide next mobility customers focus next also believe grow business grow people grow business leaseplan proud culture service care towards customers endured 55 years applying work leaseplan joining team get play part building future business,Entry level,Full-time,Sales and Business Development,Automotive,0.2,0.08
Sales Development Representative Russia (m/f/d),PlanRadar,Russia,2021-10-02,< 25 applicants,planradar digitising construction real estate projects 50 countries worldwide b2b saas provider bringing software solution industries vital way live yet often behind curve comes technology relish challenge partner client impact business larger ever imagined march 2020 planradar raised million series funding top global tech investors help launch next stage company growth big plans global expansion russia key piece puzzle hunt experts know region inside help us make impact place team planradar european company strives provide local experience customers new member russian sales team reporting country manager based office heart moscow situated right centre town close best city offer great restaurants bars music vital part team lot room creativity personal development training available help reach full potential space test ideas collaborate colleagues regions departments role also comes competitive salary uncapped bonus outside work find truly supportive environment team events free coffee breakfast friday beers planradar promises inclusive engaging exciting place work inquisitive minds challenge status quo drive change client industry better people matter regularly conduct surveys implement changes ensure benefits way work reflects culture promote courageous ready new adventure join planradar tasks get russia sales development representative russia first point contact many leads future customers friendly informative voice planradar reaching new leads via emails phone calls social media making appointments sales team time become expert product needs customers collaborating departments develop style pitching taking account diverse customer segments team goals fantastic opportunity someone craving ownership eager huge impact fast growing b2b saas space among things enjoy contacting potential customers via telephone email social media eye firmly team goals making appointments sales team enjoy working dedicated sales consultant identify ongoing strategic targets ensure successful follow sales cycle maintaining accurate activity lead qualification information crm application motivated consistently achieve qualified opportunity quotas ensure territory revenue objectives sharp understanding data reporting results requirements ideal candidate ambitious winning attitude prior experience sales development representative strong desire work b2b technology space pursue career sales account development confident able prioritise manage time effectively excellent spoken written skills russian business english bring prior experience inside sales saas definite positive essential benefits offer room personal professional development challenging diversified line action working company international customers investors headquarters center moscow motivated agile team common vision competitive base salary uncapped bonus additional benefits like team events free drinks snacks benefits participation opportunities company events fruit basket free snacks drinks trainings flexible working hours referral program company laptop health promotion enclose application please send us application documents incl cv photo,Entry level,Full-time,Sales,Information Technology and Services,0.36,0.19
Junior Account Manager - Graduate program,LSEG (London Stock Exchange Group),Russia,2021-10-02,< 25 applicants,graduate program 1 year contract summary role looking energetic individual knowledge financial finance join team moscow graduate program customer relationships management across russia cis region manage customer account plans coordinate various sales activities across customer account align right resources lead deals implementation commercial renewal execution success exceeding growth targets assigned customer accounts maintaining high customer satisfaction health scores proactively managing existing business renewals become establishing oneself person customer kpis customer meetings new strategic relationships new opportunities crm need bring graduate university either 2021 2020 knowledge financial markets corporate finance fluent english oral written benefit month experience sales business development account management roles proven communication selling persuasion negotiation team working skills good knowledge trading systems dealing platforms designed trading financial instruments considered advantage good knowledge crm software admin systems plus offer challenging job international company dynamic environment fintech start approach intensive training package mentorship meal allowance networking opportunity work home office people heart drive success business culture connecting creating opportunity delivering excellence shape think things help people fulfil potential lseg embrace diversity actively seek attract individuals unique backgrounds perspectives break barriers encourage collaboration enabling innovation rapid development solutions make difference workplace generates enriching rewarding experience people customers alike vision build inclusive culture everyone feels driven reach potential know real personal growth achieved simply climbing career ladder encourage enable wealth avenues interesting opportunities everyone broaden deepen skills expertise lseg committed supporting emotional physical financial societal wellbeing tailored benefits key part commitment offer colleagues range support healthcare retirement planning paid volunteering days consumer discounts also make reasonable accommodations applicants employees disabilities accommodation needed participate job application interview process perform essential job functions receive benefits privileges employment please make recruiter aware want ensure perform best global organisation spanning 70 countries one rooted culture growth opportunity diversity innovation lseg place everyone grow develop fulfil potential purposeful careers please take moment read privacy notice carefully describes personal information london stock exchange group lseg may hold used obtained rights contact us data subject submitting recruitment agency partner essential responsibility ensure candidates applying lseg aware privacy notice,Entry level,Full-time,Project Management and Information Technology,Information Technology and Services and Financial Services,0.44,0.2
Sales Traineeship,Rijk Zwaan,Russia,2021-08-09,< 25 applicants,ambitious young professional looking challenging highly varied sales job want work one leading crop breeding companies world happy consider candidacy job sales trainee moscow office job sales trainee rijk zwaan look like rijk zwaan looking ambitious proactive people early stage career keen develop sales expert content give thorough knowledge rijk zwaan various disciplines breeding company completed first three years job depending development experience move next sales job look particularly good provide greatest added value rijk zwaan additionally responsible within first role sales representative high tech greenhouses responsible sales varieties driving product developers develop new possibilities looking ambitious person motivated help customers improve crops getting best results seeds services able connect growers russia understand needs sales driven share passion plants developing thorough knowledge complete assortment essential next maintaining existing market share develop new opportunities planting assessing trials new varieties provided breeding departments rijk zwaan using knowledge crops show growers added value rijk zwaan varieties specific client group commercial technical support customers partners colleagues participation international sales product meetings contribution convincing communication commercial mindset furthermore project management skills strong passion agriculture enjoy working clients good social skills team mentality ability establish develop contacts relations diverse cultures indispensable qualities also keep track latest developments horticultural industry view international nature role willing travel frequently within russia internationally furthermore high degree motivation capability become part international rz team addition find following resume least completed bachelor degree preferably field agriculture horticulture least two years relevant work experience addition studies shown organisational talent already seen something world activities demonstrate afraid discover new things good command written spoken russian english,Entry level,Full-time,Sales and Business Development,"Electrical/Electronic Manufacturing, Logistics and Supply Chain, and Machinery",0.28,0.08
"Specialist, Sales Support",Shure Incorporated,Russia,2021-10-08,< 25 applicants,overview 95 years shure one leading suppliers professional audio technology products first choice whenever audio performance top priority shure incorporated presented global partner network 80 countries offices europe middle east asia reinforce sales team eastern southeastern europe looking specialist sales support reporting senior sales director eastern southeastern europe specialist sales support responsible internal sales activities well administration tasks moscow office specialist sales support works closely market development product management technical support sales position based moscow responsibilities acting link customers fulfillment partner specialist sales support provides proactive support regarding product shipment billing services supports development new sales channels assisting sales marketing market development collects orders platforms chatboard b2b platform support sales growth works sap salesforce including limited following tasks manages orders quotes availability requests discount templates delivery processes regularly maintains updates pricelists provides reports analyses exception reports open order reports creates keeps records partner interactions process customer accounts file documents responsible contracts general office administration coordination external partners collaborates product launch activities duties assigned qualifications strong english language skills oral written must experience sap bw salesforce modules well affinity new technologies software essential higher education least 3 years work experience multinational environment ability work part team approach work competent speech accuracy attentiveness well willingness learn develop offer challenging job international working environment tremendous potential future growth also goes without saying offer attractive salary well comprehensive benefits information position please contact anja strodel email jobs call,Entry level,Full-time,Customer Service and Information Technology,Electrical/Electronic Manufacturing,0.2,0.15
Account Manager,Hilti Great Britain,Russia,2021-09-25,< 25 applicants,reference 25376 role basic salary plus variable ote starting uncapped annually london weighting applies dependent location role also comes hilti branded van mobile phone tablet full valid manual driving license required passionate sales person strong drive outperform looking take career next level award winning employer due continued growth currently looking driven motivated sales professionals join account management team roles available across uk account manager opportunity work large prestigious construction projects whilst time receiving training development help drive career forward hilti hilti innovation improving productivity safety sustainability global construction industry beyond strong customer relationships creating solutions build better future people exploring possibilities leveraging potential owning personal development growing lasting careers regularly win great place work awards globally proud placed times top 100 best companies work list uk employees past 10 years hilti offers best worlds friendly teams locally combined exciting roles uk beyond interested unique opportunities company people spread across 120 countries bring role involve account manager two days spend time visiting customers wherever busy working find help demonstrating hilti solutions far traditional cold calling nurturing fostering relationships developing contacts site warm customers helping find innovative solutions needs need happy get hands dirty also able adapt approach customer front could senior management team one day sole trader next could find construction sites offices warehouses means rolling sleeves demonstrate pioneering products industry along services come hilti name part supportive regional team phone call away working whole need comfortable building relationships remotely motivating teach everything need know products systems use job advanced sales skills need motivated learn regularly win great place work awards globally proud placed times top 100 best companies work list uk employees past 10 years offer really value people worked hard develop competitive reward package reflects benefits offer include different ways work flexibly including working home compressed hours please feel free talk flexibility means interview genuine career advancement 80 leadership roles filled internally competitive salary performance bonus 6 employer pension contributions private health insurance employee assistance programme 33 days holiday bank holidays plus ability purchase 5 days annually paid leave work charitable projects hilti benefits box reward platform offering shopping lifestyle company branded van vehicle fuel card apply excellent mix people best account managers joined us construction experience success hilti teamwork ability matter background need experience gained industry mature assertive attitude committed career development good communication skills ability demonstrate flexible team player hunger learn resilience adaptability environments construction sites also residential site developments experience salesforce desirable essential full clean manual driving license click button asked upload cv answer couple short questions whole process take around 90 seconds meet requirements role invited complete fun online assessment short video interview need support application please contact gbcareers formal process three stages first interview regional manager ride give real feel job final interview sales director also pay expenses travel meet us suitable role moment keep talent pool future recruitment process might take bit longer sure stay touch going sell power tools never drilled hole life thought first joined hilti really like nurturing strengths rewarded hard james customer service representative sales,Entry level,Full-time,Sales and Business Development,"Construction, Mechanical or Industrial Engineering, and Civil Engineering",0.32,0.14
Account Manager,,Russia,2021-10-02,< 25 applicants,parcellab leading operations experience management platform growing internationally fast looking best talent across world help us bring people brands closer together looking established account manager passion client partnerships strategic selling critical team member responsible generating sales opportunities upsells renewals product adoption within current client base also establish expert providing strategic guidance industry best practices digital first company offer greater flexibility working location therefore work one offices london remotely within uk expect build foster positive customer relationships network horizontally vertically across client accounts confident presenting getting know executives grow revenue within existing accounts identifying new sales opportunities upsells renewals successfully seeing contractual changes gain command parcellab message leverage data parcellab platform identify strategic growth opportunities help clients understand grow business conduct consultative meetings business reviews senior level executives demonstrate business value parcellab solution provides negotiate balanced renewals upsells expansions profit parcellab clearly benefiting client guiding contractual changes negotiation close collaborate customer success team help maximise client use value satisfaction parcellab solutions exceptional salesforce hygiene provide date accurate ongoing forecasts need succeed years demonstrated track record growing existing business bringing new business space confident building growing expanding relationships across portfolio client accounts consistent proven delivery attaining quota targets expert pipeline management well versed solution selling strong negotiator passionate accuracy dedicated follow skills allow nothing fall cracks extremely challenges solutions great presentation skills along high confidence engaging senior level executive decision makers powerful communication interpersonal skills highly articulate via video calls telephone via email person positive engaged approach working collaboratively internal sales colleagues departments technical account management engineering savvy salesforce comfortable ms office suite outlook powerpoint excel exceptional communication skills spoken written english perks benefits plenty room ideas space try fail learn digital first company choose whether work entirely home one offices mix suits keep growing online language courses company training program professional development budgets access linkedin learning make use home office budget get kitted spacious desk comfy chair houseplants stay grounded free weekly yoga meditation classes part motivated diverse international team consists colleagues future friends parcellab bring people brands closer together closing experience gap beyond transforming operational complexity opportunities outperform brands worldwide including ikea bose puma farfetch nespresso offices munich london paris new york highlighted financial times one technology companies europe day work us monitor three million shipments per day actively managing operations experiences 153 countries across globe send around seven million personalized emails shipping data comes carriers worldwide including dhl fedex dpd creating 30 million reasons people fall love brands day brands means chances create relationships last people buy means turning mundane operational moments moments joy equal opportunities parcellab equal opportunities employer live motto always joy always team always equality means celebrate diversity accept form discrimination harassment believe diversity enriches employee experience allows us deliver best work possible qualified applicants receive consideration employment without regard race colour religion sex sexual orientation gender perception identity national origin age marital status disability status lived experience come part growth contribute ideas share success continue improve customer journey millions people day,Entry level,Contract,Sales and Business Development,"Marketing and Advertising, Computer Software, and Internet",0.32,0.19
